,player,realm,gear_score,last_login,time_since_login,engagement,status,Alterac Valley,Arathi Basin,Archaeology,Arena,Argent Tournament,Ashran,Battle Dungeon,Battle Raid,Battle for Azeroth,Battle for Gilneas,Battlegrounds,Brawler's Guild,Brewfest,Cataclysm,Cataclysm Dungeon,Cataclysm Raid,Character,Children's Week,Classic,Collections,Cooking,Currencies,Darkmoon Faire,Deepwind Gorge,Draenor,Draenor Dungeon,Draenor Garrison,Draenor Raid,Dungeons,Dungeons & Raids,Eastern Kingdoms,Events,Expansion Features,Exploration,Eye of the Storm,Feats of Strength,Fishing,General,Guild Feats of Strength,Hallow's End,Heart of Azeroth,Honor,Island Expeditions,Isle of Conquest,Kalimdor,Legacy,Legion,Legion Class Hall,Legion Dungeon,Legion Raid,Lich King Dungeon,Lich King Raid,Love is in the Air,Lunar Festival,Midsummer,Mounts,Noblegarden,Northrend,Outland,Pandaria,Pandaria Dungeon,Pandaria Raid,Pandaria Scenarios,Pet Battles,Pilgrim's Bounty,Player vs. Player,Professions,Promotions,Quests,Raids,Rated Battleground,Reputation,Seething Shore,Silvershard Mines,Temple of Kotmogu,The Burning Crusade,Tol Barad,Twin Peaks,Visions of N'Zoth,War Effort,Warsong Gulch,Winter Veil,Wintergrasp,World,World Events,Wrath of the Lich King
197,narinedk,stormrage,429.0,2020-05-23,13 days 00:00:00.000000000,0.0,active,2,3,1,2,0,4,5,9,32,0,0,1,1,9,2,0,24,0,4,0,0,5,6,0,7,1,7,2,1,0,2,4,0,0,0,33,4,0,0,0,3,0,6,0,0,6,8,4,2,1,1,25,0,0,2,6,0,2,1,17,2,1,1,0,0,28,11,1,11,9,7,7,0,0,0,13,0,0,1,6,2,0,0,3,0,10
198,narinesham,stormrage,449.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,4,4,1,6,0,2,28,31,49,1,0,1,1,9,12,18,27,2,8,0,2,5,4,1,7,5,7,2,1,5,2,6,0,1,1,33,13,0,0,0,8,1,33,0,0,6,9,8,12,12,2,77,3,0,9,6,5,2,1,18,7,12,1,1,0,34,11,1,13,13,7,7,1,1,2,22,0,0,2,13,2,3,2,6,0,10
199,amodàn,stormrage,470.0,2020-05-31,5 days 00:00:00.000000000,0.0,active,3,4,1,8,2,3,26,45,45,1,0,2,0,11,16,25,28,0,14,0,2,6,1,1,7,1,10,40,2,5,2,9,6,1,4,34,8,0,0,3,7,1,33,1,1,6,22,13,22,56,11,90,2,1,5,6,4,2,1,28,11,10,2,0,0,40,19,1,18,15,7,2,1,1,4,20,0,3,4,11,5,1,6,6,0,10
200,narinemonk,stormrage,417.0,2020-06-02,3 days 00:00:00.000000000,0.0,active,4,3,1,2,0,3,9,18,26,0,0,1,1,9,4,0,26,0,5,0,5,6,6,0,8,5,17,5,2,1,0,7,6,1,3,34,8,0,0,4,3,0,0,1,0,5,12,11,4,2,10,32,1,0,2,6,0,2,1,20,8,1,0,0,0,32,15,1,17,10,6,6,0,0,1,14,0,1,0,6,4,1,0,2,0,10
201,kîñgpûsh,stormrage,464.0,2020-06-11,-6 days +00:00:00.000000000,0.0,active,4,3,1,5,0,3,18,22,26,1,1,1,1,9,4,0,25,0,5,0,5,6,6,1,7,5,17,5,2,5,0,7,6,1,4,34,6,0,0,3,7,2,2,1,0,5,12,12,4,2,10,32,1,0,2,6,0,2,1,19,8,1,0,0,0,36,12,1,10,11,15,4,4,2,2,14,0,4,4,6,5,1,0,2,0,10
202,manoira,stormrage,247.0,2020-03-29,68 days 00:00:00.000000000,1.0,risk,4,2,0,0,1,1,0,5,14,0,1,1,0,6,1,4,18,0,3,0,0,2,3,0,1,1,1,5,1,0,0,4,5,0,0,34,3,0,0,1,1,0,0,0,0,4,5,2,1,1,0,21,0,0,2,6,0,0,0,7,0,4,0,0,0,21,4,1,3,10,2,3,0,0,0,5,0,0,0,4,2,0,0,2,0,3
203,finalheal,stormrage,396.0,2020-01-13,144 days 00:00:00.000000000,1.0,risk,4,3,0,4,0,1,4,5,14,3,0,1,0,6,1,2,22,0,5,0,1,4,3,2,2,11,11,3,1,3,2,7,4,1,3,34,3,0,0,2,2,0,0,1,0,4,7,8,5,3,11,55,1,1,2,6,0,0,0,9,15,6,0,0,0,30,6,1,11,37,2,2,0,3,2,6,0,5,0,4,5,2,0,2,0,3
204,paladinisop,stormrage,313.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,3,0,1,0,1,2,5,22,0,0,1,1,8,2,0,23,0,4,0,0,5,4,1,7,3,6,3,1,1,1,4,1,0,0,34,2,0,0,0,1,0,0,0,0,3,8,2,1,1,2,13,0,0,1,6,0,1,1,16,2,1,0,0,0,23,11,1,7,37,2,6,0,1,0,12,0,2,0,4,2,0,0,2,0,10
205,guterkrieger,stormrage,477.0,2020-06-14,-9 days +00:00:00.000000000,0.0,active,4,3,0,19,2,2,22,15,38,2,0,1,0,9,13,27,28,0,4,0,1,3,1,2,10,1,18,61,2,7,1,4,6,1,3,34,4,0,0,0,7,2,21,2,4,4,29,17,25,46,10,77,0,0,1,7,1,5,2,18,4,54,0,0,0,43,14,1,17,21,8,2,4,2,3,11,0,4,17,10,5,0,4,2,0,10
206,keramook,stormrage,443.0,2020-06-02,3 days 00:00:00.000000000,0.0,active,3,2,0,16,0,2,26,2,28,0,0,1,0,9,9,15,27,0,5,0,0,3,1,0,6,5,15,20,1,5,1,3,6,1,0,33,2,0,0,0,4,0,20,0,0,4,27,15,39,34,16,79,0,0,1,7,0,3,1,17,11,19,0,0,0,35,18,1,14,20,7,2,0,1,1,26,0,1,3,7,2,0,1,2,0,9
207,amooshaman,stormrage,443.0,2020-06-02,3 days 00:00:00.000000000,0.0,active,3,3,0,16,0,4,29,8,48,1,0,1,0,9,0,15,28,0,20,0,3,3,1,1,7,5,12,24,1,4,0,4,3,1,3,33,11,0,0,0,6,2,36,0,0,3,10,5,2,20,3,67,0,0,2,7,0,2,1,18,10,25,0,0,0,38,10,1,16,20,7,2,2,2,2,20,0,1,2,8,2,0,1,2,0,9
208,amoopriest,stormrage,478.0,2020-06-02,3 days 00:00:00.000000000,0.0,active,3,3,0,14,0,1,30,31,51,1,0,1,0,9,1,22,27,0,20,0,1,3,1,1,8,1,13,63,2,4,0,4,3,1,4,34,6,0,0,3,7,2,39,1,0,3,11,6,2,27,10,58,1,0,1,7,0,2,1,17,4,32,0,0,0,40,13,1,16,21,7,2,3,2,3,12,0,4,17,10,4,0,1,2,0,9
209,neshanas,stormrage,440.0,2020-05-31,5 days 00:00:00.000000000,0.0,active,2,3,0,0,0,1,3,10,31,0,0,1,1,8,2,0,25,0,14,0,0,3,0,0,8,3,8,8,1,2,2,3,0,0,0,33,3,0,0,0,3,0,2,0,0,3,8,6,2,8,7,19,0,0,1,6,0,1,1,14,7,1,0,0,0,25,10,1,13,11,2,2,1,0,2,14,0,1,2,7,4,0,0,2,0,10
210,grúda,stormrage,477.0,2020-06-15,-10 days +00:00:00.000000000,0.0,active,2,3,0,11,0,1,30,39,35,2,0,1,1,8,3,0,27,0,14,0,2,3,0,2,7,3,8,8,1,5,2,3,0,1,3,33,2,0,0,1,7,2,15,0,0,3,8,7,2,8,7,19,0,0,1,6,0,1,1,15,7,2,0,0,0,35,11,1,10,13,15,2,4,2,3,14,0,3,9,7,9,0,2,2,0,10
211,pythra,stormrage,425.0,2020-03-06,91 days 00:00:00.000000000,1.0,risk,2,2,0,5,0,1,16,29,24,1,0,1,0,6,0,0,24,0,3,0,0,2,0,1,4,1,4,5,1,1,0,3,0,1,0,33,2,0,0,0,6,1,0,0,0,3,3,6,5,8,0,0,0,0,1,6,0,0,1,13,0,1,0,0,0,27,5,1,8,10,6,2,2,1,1,6,0,0,9,6,7,0,1,2,0,2
212,mashedpotate,stormrage,481.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,5,3,0,10,0,1,31,53,68,2,0,1,1,11,15,42,28,0,9,0,2,4,1,2,7,17,32,60,2,7,7,6,5,1,4,34,8,0,0,4,8,2,45,1,1,8,37,15,31,45,16,92,1,1,2,6,0,2,2,27,21,62,9,0,0,38,12,1,20,38,6,2,5,1,3,26,3,2,17,12,10,1,3,9,0,8
213,fatwatersal,stormrage,392.0,2020-02-22,104 days 00:00:00.000000000,1.0,risk,2,3,0,4,0,3,18,13,27,1,0,1,0,4,0,19,23,0,4,0,2,3,0,1,7,3,17,18,1,5,1,5,6,1,4,34,2,0,0,0,1,0,1,0,0,3,9,7,7,20,17,1,0,1,1,6,0,1,0,14,2,19,6,0,0,32,3,1,8,10,4,2,0,3,3,5,0,4,9,7,5,0,0,6,0,1
214,jesswarrior,stormrage,475.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,1,2,0,2,0,2,25,11,30,0,0,1,0,4,0,19,25,0,4,0,0,2,0,0,6,0,4,5,1,5,1,3,0,1,0,33,1,0,0,0,6,0,1,0,0,3,8,1,0,27,4,49,0,0,1,6,0,2,0,16,3,1,6,0,0,29,11,1,10,6,4,2,0,0,1,7,0,0,15,5,2,0,4,4,0,3
215,ahknull,stormrage,432.0,2020-06-01,4 days 00:00:00.000000000,0.0,active,5,3,0,12,0,4,25,6,28,2,1,1,1,11,19,34,27,0,7,0,2,8,4,2,11,5,19,23,1,6,2,8,4,1,5,33,1,0,0,3,4,0,7,1,1,4,21,13,11,16,25,91,1,1,2,6,0,2,1,19,19,31,4,0,0,43,20,1,15,27,4,3,2,4,5,25,1,6,0,9,7,2,1,4,0,5
216,rakeninada,stormrage,419.0,2020-06-01,4 days 00:00:00.000000000,0.0,active,2,3,0,1,0,2,5,4,27,1,0,1,0,7,0,16,25,0,5,0,0,5,0,1,6,0,9,3,1,2,3,6,4,1,4,33,1,0,0,2,3,0,6,0,0,3,12,9,10,5,2,26,0,0,1,6,0,2,1,14,0,1,4,0,0,33,10,1,10,4,3,3,3,1,3,15,0,2,2,7,3,2,0,4,0,5
217,ferriswell,stormrage,441.0,2020-05-24,12 days 00:00:00.000000000,0.0,active,2,4,0,17,0,4,29,15,44,3,1,1,0,7,0,12,27,0,3,0,0,8,0,2,9,2,32,2,2,5,2,5,2,1,5,33,2,0,0,2,6,3,26,0,0,3,17,13,9,0,1,40,1,0,2,6,0,1,1,24,9,0,1,0,0,35,19,1,14,12,16,2,5,4,4,13,1,6,0,10,8,0,3,7,0,5
218,erikthared,stormrage,477.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,4,10,13,6,7,34,48,70,3,1,3,0,12,13,47,27,0,10,0,39,8,8,2,33,27,65,57,5,7,15,10,4,1,4,34,32,0,0,3,8,2,42,2,2,14,53,16,50,45,22,131,0,4,2,6,0,8,1,35,22,71,1,1,0,31,23,1,18,65,16,3,5,3,3,32,4,6,17,15,7,2,13,6,0,7
219,silvikk,stormrage,480.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,4,5,1,12,2,5,34,50,86,2,1,3,0,9,12,46,27,0,7,0,20,7,10,2,26,25,59,57,3,7,8,11,4,1,5,34,22,0,0,4,10,2,44,2,0,11,40,10,50,51,15,98,2,3,1,6,0,1,1,28,21,75,1,1,0,32,15,1,16,37,14,2,5,3,3,28,2,5,17,16,7,3,5,14,0,8
220,silvicc,stormrage,400.0,2020-06-11,-6 days +00:00:00.000000000,0.0,active,2,2,1,11,1,4,8,4,33,1,0,1,0,8,1,34,27,0,3,0,13,7,1,1,20,23,58,57,3,1,6,8,4,1,0,33,10,0,0,2,2,0,6,0,0,11,36,8,44,12,2,26,1,3,1,6,0,1,1,23,14,57,1,0,0,25,11,1,11,32,7,2,2,2,1,9,2,2,0,9,3,1,0,4,0,8
221,retasu,stormrage,413.0,2020-02-10,116 days 00:00:00.000000000,1.0,risk,3,2,1,7,1,3,13,5,18,0,0,1,0,6,10,16,25,0,18,0,9,2,2,0,6,2,10,17,1,2,7,4,1,1,0,33,9,0,0,4,2,0,0,0,0,5,8,1,11,0,10,36,0,0,1,6,0,0,0,5,9,14,0,0,0,21,3,1,8,4,7,2,2,1,0,11,1,2,0,6,2,0,0,4,0,5
222,raÿven,stormrage,457.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,4,3,9,10,1,7,31,49,61,1,0,3,1,12,12,15,28,0,5,0,13,3,1,1,10,4,22,31,3,7,9,7,5,1,2,33,18,0,0,4,7,2,40,3,1,5,30,15,36,35,19,70,1,0,1,6,0,0,0,11,14,26,0,0,0,28,13,1,18,10,8,2,4,2,2,16,1,3,8,11,6,0,4,5,0,6
223,huenorgy,stormrage,430.0,2020-05-15,21 days 00:00:00.000000000,0.0,active,2,2,1,7,1,2,7,20,36,0,0,1,0,9,0,4,23,0,3,0,9,5,0,0,8,0,8,0,1,0,1,3,0,0,0,33,2,0,0,0,4,1,7,0,0,5,8,1,2,6,1,16,0,0,1,6,0,1,1,9,0,1,0,0,0,22,11,1,7,8,7,4,2,1,0,11,0,1,3,7,2,0,0,5,0,8
224,powerextreme,stormrage,479.0,2020-05-31,5 days 00:00:00.000000000,0.0,active,3,3,1,10,0,2,28,42,41,1,0,1,0,9,0,0,26,0,3,0,8,5,1,1,7,10,8,0,1,4,1,3,0,1,3,33,2,0,0,0,7,2,39,1,0,5,9,4,2,6,1,17,0,0,1,6,0,1,1,9,0,0,0,0,0,26,10,1,12,3,7,2,4,3,3,10,0,5,11,9,5,0,1,6,0,8
225,narineboom,stormrage,463.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,3,0,8,0,2,18,25,32,0,0,1,0,9,4,0,27,0,4,0,0,5,4,0,8,2,7,0,1,4,0,4,0,0,0,33,5,0,0,0,5,0,1,0,0,5,8,1,1,2,1,11,0,0,1,6,0,1,1,15,2,0,0,0,0,20,11,1,9,1,7,6,1,1,0,12,0,2,2,4,2,1,0,0,0,8
226,nameiskaren,stormrage,455.0,2020-04-27,39 days 00:00:00.000000000,1.0,risk,2,2,0,7,0,2,20,14,27,0,0,1,0,9,4,0,26,0,15,0,0,5,4,0,10,0,7,0,1,4,2,4,0,0,0,33,2,0,0,0,6,0,1,0,0,5,9,3,4,2,11,17,0,0,1,6,0,2,1,14,3,0,0,0,0,19,10,1,14,1,7,2,1,0,0,15,0,1,2,5,2,1,0,0,0,8
227,falfour,stormrage,462.0,2020-05-24,12 days 00:00:00.000000000,0.0,active,2,2,0,7,0,2,6,22,42,0,0,1,0,9,0,0,25,0,4,0,0,5,2,1,7,0,7,0,1,4,0,4,0,1,3,33,2,0,0,0,6,0,15,0,0,3,8,2,1,1,1,17,0,0,1,6,0,1,1,14,10,0,0,0,0,24,10,1,10,2,7,2,1,0,0,11,0,1,4,6,2,0,3,0,0,7
228,tavìsh,stormrage,472.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,2,0,8,0,2,13,8,26,0,0,1,0,9,0,0,24,0,19,0,0,5,3,0,11,0,6,0,1,4,0,3,0,0,0,33,2,0,0,0,7,0,0,0,0,3,9,1,1,1,9,17,0,0,1,6,0,1,1,14,6,0,0,0,0,22,8,1,12,2,7,2,1,0,0,11,0,1,10,6,2,0,1,0,0,7
229,unmashed,stormrage,473.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,3,0,7,0,2,24,11,35,1,0,2,0,12,16,25,28,0,7,0,0,6,4,1,11,11,32,18,2,7,3,7,4,1,3,33,3,0,0,3,6,0,31,1,0,5,28,16,37,42,19,97,1,1,1,6,0,1,2,16,7,24,0,0,0,27,13,1,20,30,7,2,1,1,2,32,2,4,10,7,3,1,10,1,0,8
230,dioxide,stormrage,452.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,2,2,0,5,0,2,8,2,32,0,0,1,0,7,0,0,26,0,4,0,0,5,2,0,8,0,7,0,1,2,1,2,0,0,0,33,2,0,0,0,3,0,3,0,0,3,8,1,2,0,3,19,0,0,1,6,0,1,1,13,0,0,0,0,0,21,11,1,11,4,7,2,1,0,0,14,1,1,1,5,2,0,4,0,0,7
231,slingblade,stormrage,452.0,2020-06-13,-8 days +00:00:00.000000000,0.0,active,8,3,15,5,0,12,18,1,57,2,0,4,4,16,20,47,26,1,7,0,18,9,5,1,34,34,70,39,26,6,23,15,5,2,5,33,24,0,0,4,6,0,3,3,19,24,41,19,35,10,26,139,1,2,2,6,0,9,3,60,25,65,26,2,0,50,27,1,20,79,7,6,1,1,2,34,1,3,5,14,5,1,5,9,1,10
232,zappaz,stormrage,478.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,3,14,15,0,6,30,40,44,2,1,4,3,9,4,20,26,1,4,0,6,10,1,1,23,16,53,35,25,6,1,13,5,1,3,34,15,0,0,1,8,1,24,1,0,17,36,14,32,9,6,65,0,1,1,6,0,2,1,39,13,44,9,1,0,50,12,1,14,37,7,3,1,1,0,16,2,2,17,11,5,0,5,8,1,9
233,impetuousx,stormrage,478.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,4,14,8,0,5,30,41,59,1,1,5,2,7,1,14,28,0,5,0,5,4,15,1,19,16,52,33,24,5,0,12,5,1,2,34,14,0,0,4,7,2,41,3,0,17,26,12,5,5,10,36,0,0,1,6,0,1,1,32,2,23,2,1,0,48,10,1,13,35,4,2,4,1,3,18,0,3,17,11,2,1,3,7,0,3
234,cataglottism,stormrage,461.0,2020-05-09,27 days 00:00:00.000000000,0.0,active,2,2,1,7,0,2,12,21,39,0,0,4,0,10,0,0,25,0,4,0,4,4,12,0,11,5,27,1,24,4,1,5,1,0,0,33,9,0,0,0,6,0,2,0,0,10,18,5,2,17,1,24,0,0,1,6,0,1,1,26,2,3,2,1,0,38,12,1,9,10,4,3,0,0,0,5,0,0,5,6,2,0,0,3,0,7
235,azibella,stormrage,465.0,2020-04-28,38 days 00:00:00.000000000,1.0,risk,2,2,0,1,0,2,22,7,32,0,0,1,0,10,2,0,27,0,4,0,0,4,10,0,9,5,27,1,24,5,22,5,0,0,1,33,5,0,0,0,6,0,2,0,18,10,16,4,1,3,14,23,0,0,1,6,0,1,1,25,2,3,2,1,0,36,10,1,12,9,4,3,0,0,0,10,0,0,4,4,2,0,0,3,0,10
236,sixfivebro,stormrage,474.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,2,0,2,0,2,24,15,33,0,0,1,0,9,2,2,27,0,9,0,0,4,2,0,10,0,11,2,24,4,1,4,0,0,0,34,5,0,0,0,10,1,26,1,0,5,14,4,0,0,12,30,0,0,0,6,0,1,1,21,0,2,0,1,0,38,18,1,12,5,4,6,0,1,0,22,0,0,17,10,2,0,0,0,0,10
237,pjsalt,stormrage,471.0,2020-06-14,-9 days +00:00:00.000000000,0.0,active,2,2,0,0,0,2,17,6,31,0,0,1,0,7,2,0,28,0,15,0,0,4,1,0,8,0,11,43,11,4,0,2,0,1,0,33,4,0,0,0,8,0,1,0,0,5,11,2,0,0,6,31,0,0,0,6,1,1,1,15,7,8,0,1,0,33,10,1,11,3,4,2,0,0,0,15,0,0,4,6,2,0,0,0,0,9
238,blindpower,stormrage,441.0,2020-05-05,31 days 00:00:00.000000000,1.0,risk,2,2,0,0,0,2,5,2,23,0,0,1,0,9,0,0,26,0,4,0,0,4,1,0,7,0,11,2,11,0,0,2,0,0,0,33,3,0,0,0,4,0,0,0,0,5,10,1,0,0,1,17,0,0,0,6,0,1,1,15,0,0,0,1,0,31,10,1,8,0,4,2,0,0,0,10,0,0,2,7,2,0,0,0,0,10
239,elunepower,stormrage,463.0,2020-05-05,31 days 00:00:00.000000000,1.0,risk,2,2,0,0,0,2,18,7,25,0,0,1,0,9,9,0,27,0,8,0,0,4,1,0,9,0,11,2,11,3,2,2,0,0,0,33,3,0,0,0,8,0,4,0,0,5,10,1,0,0,3,17,0,0,0,6,0,2,1,15,1,0,0,1,0,31,10,1,12,0,4,2,0,0,0,12,0,0,3,6,2,0,0,0,0,10
240,tavesh,stormrage,403.0,2020-06-15,-10 days +00:00:00.000000000,0.0,active,2,2,0,0,0,2,2,1,23,0,0,1,0,9,0,0,23,0,14,0,0,4,1,0,10,0,11,26,11,0,3,2,0,1,0,33,3,0,0,0,4,0,0,0,0,5,11,1,1,0,7,17,0,0,0,6,0,1,1,16,5,0,0,1,0,32,8,1,12,0,4,2,0,0,0,10,0,0,0,4,2,0,0,0,0,9
241,iöfï,stormrage,465.0,2020-06-15,-10 days +00:00:00.000000000,0.0,active,2,2,0,1,0,2,22,4,24,0,0,1,0,9,0,0,21,0,14,0,0,4,1,1,9,0,11,26,11,4,3,2,0,0,0,33,3,0,0,0,8,0,0,0,0,5,11,2,1,0,7,17,0,0,0,6,0,1,1,16,5,0,0,1,0,28,8,1,7,0,4,2,0,0,0,10,0,0,3,4,2,0,0,0,0,9
242,raarnou,stormrage,466.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,2,2,0,3,0,2,17,6,27,0,0,1,0,10,0,0,26,0,10,0,0,4,1,0,10,8,11,15,11,5,2,2,0,0,0,33,3,0,0,0,6,0,0,0,0,5,11,2,1,0,8,16,0,0,0,6,0,1,1,16,10,0,0,1,0,34,8,1,12,1,4,3,0,0,0,10,0,0,6,4,2,0,0,0,0,9
243,unclepepe,stormrage,470.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,1,2,0,0,0,2,21,6,31,0,0,1,0,8,0,0,27,0,5,0,0,4,0,0,8,4,11,15,11,4,1,2,0,1,0,33,3,0,0,0,7,0,5,0,0,5,10,2,0,0,1,16,0,0,0,6,0,1,1,14,0,0,0,1,0,33,6,1,9,2,4,2,0,0,0,7,0,0,4,4,2,0,0,0,0,3
244,sixfourbro,stormrage,472.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,1,2,0,0,0,2,10,5,31,0,0,1,0,8,1,2,26,0,10,0,0,4,0,0,8,0,11,0,11,4,1,2,0,0,0,33,4,0,0,0,7,0,15,0,0,5,10,2,0,0,1,32,0,0,0,6,1,1,1,15,0,0,0,1,0,33,10,1,9,1,4,6,0,0,0,14,0,0,6,8,2,0,0,0,0,10
245,rocto,stormrage,354.0,2020-06-03,2 days 00:00:00.000000000,0.0,active,1,2,0,0,0,2,6,5,25,0,0,1,0,8,4,0,24,0,16,0,0,4,0,0,7,4,11,0,11,1,1,2,0,0,0,33,2,0,0,0,4,0,3,0,0,5,10,1,5,0,6,31,0,0,0,6,1,1,1,15,5,0,0,1,0,31,7,1,8,1,4,2,0,0,0,19,0,0,6,7,2,0,0,0,0,9
246,edgeybrah,stormrage,258.0,2020-05-21,15 days 00:00:00.000000000,0.0,active,1,2,0,0,0,2,3,1,22,0,0,1,0,8,4,0,24,0,16,0,0,4,0,0,7,4,11,0,11,0,1,2,0,0,0,33,2,0,0,0,1,0,0,0,0,5,9,1,4,0,6,17,0,0,0,6,0,1,1,14,5,0,0,1,0,32,5,1,9,0,4,2,0,0,0,14,0,0,0,4,2,0,0,0,0,3
247,unholypotate,stormrage,371.0,2020-05-11,25 days 00:00:00.000000000,0.0,active,2,3,18,5,3,2,0,1,23,1,0,1,1,17,16,50,26,0,8,0,1,7,4,0,11,21,51,43,48,6,28,10,4,1,2,33,10,0,0,3,2,0,5,2,21,17,23,13,18,11,16,124,1,1,1,6,0,10,9,45,27,31,16,1,0,38,22,1,18,57,5,2,0,1,3,33,3,4,0,4,4,0,6,1,0,10
248,dorashaman,stormrage,461.0,2020-06-13,-8 days +00:00:00.000000000,0.0,active,1,2,8,0,1,2,14,3,30,0,0,1,0,9,0,6,26,0,5,0,0,5,2,0,7,2,11,0,35,4,0,4,0,0,1,33,3,0,0,0,6,0,0,0,0,5,10,1,0,14,1,29,0,0,0,6,0,1,1,25,3,1,0,1,0,35,10,1,10,9,4,4,0,0,0,15,0,0,4,6,2,0,0,1,0,10
249,kamali,stormrage,480.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,5,14,2,15,2,31,52,58,1,0,1,4,21,19,48,28,1,11,0,31,10,2,1,26,21,47,48,38,7,23,13,4,3,3,34,20,0,0,6,8,2,40,1,19,9,36,18,38,55,25,133,3,1,2,6,2,11,6,34,19,56,0,0,1,45,31,1,19,57,5,3,1,1,1,38,3,3,17,11,5,4,10,5,1,9
250,rhyka,stormrage,466.0,2020-06-09,-4 days +00:00:00.000000000,0.0,active,2,2,0,0,1,2,28,12,29,0,0,1,1,15,14,11,28,1,8,0,11,5,1,0,9,7,24,8,36,7,23,10,4,1,0,33,11,0,0,2,6,0,8,0,19,5,19,9,18,12,23,38,1,1,1,6,0,6,9,24,2,18,0,0,0,36,19,1,17,8,4,3,0,0,0,32,2,0,2,9,2,1,0,1,0,9
251,persnicketiy,stormrage,437.0,2020-06-13,-8 days +00:00:00.000000000,0.0,active,3,3,17,0,11,2,19,9,46,0,0,2,5,29,14,38,28,2,15,1,37,12,5,0,29,17,61,15,37,7,41,27,4,3,1,33,25,0,0,11,6,0,6,0,33,19,49,15,27,18,41,145,8,8,2,6,5,20,14,59,18,26,18,0,4,36,25,1,20,53,4,6,0,1,1,47,3,0,3,9,3,5,9,1,4,9
252,daikini,stormrage,415.0,2020-06-07,-2 days +00:00:00.000000000,0.0,active,3,3,17,1,15,2,25,11,51,0,0,2,5,28,17,39,27,1,13,1,37,12,1,0,31,22,60,32,37,6,37,25,4,3,2,33,24,0,0,6,6,0,20,1,31,20,53,17,38,32,22,165,5,6,2,6,2,20,12,57,24,28,31,0,1,41,31,1,20,73,4,6,0,1,1,45,3,0,3,10,3,5,10,0,2,10
253,blarnystoner,stormrage,382.0,2019-12-15,173 days 00:00:00.000000000,1.0,risk,3,3,1,0,2,2,8,8,19,0,0,1,0,15,17,15,25,0,8,1,6,9,1,0,9,6,32,4,36,4,33,20,3,1,2,33,7,0,0,3,2,0,6,1,28,5,21,13,27,11,9,105,2,4,1,6,0,7,2,19,19,15,25,0,0,38,20,1,18,16,4,2,0,0,0,27,2,1,3,8,3,1,8,0,0,6
254,huntox,stormrage,461.0,2020-05-20,16 days 00:00:00.000000000,0.0,active,4,3,6,1,0,11,7,6,26,1,0,1,1,13,12,0,27,1,5,0,2,4,1,0,13,1,32,1,2,6,18,16,3,1,2,33,3,0,0,0,6,0,0,1,1,3,13,9,15,0,10,59,2,0,0,6,2,5,2,24,2,0,0,0,0,25,25,1,17,29,4,6,0,0,0,18,0,1,8,4,4,3,0,4,0,10
255,evittica,stormrage,165.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,4,2,14,1,1,11,7,6,24,1,0,1,5,17,11,23,27,1,5,0,32,4,2,0,26,21,56,14,23,7,29,21,3,3,2,33,27,0,0,10,5,0,0,1,21,9,21,10,15,0,3,133,5,13,15,6,2,12,9,40,11,6,0,1,0,21,18,1,17,38,4,2,0,0,0,18,0,1,8,4,4,1,5,3,1,9
256,drexy,stormrage,142.0,2020-06-16,-11 days +00:00:00.000000000,0.0,active,3,2,10,1,0,11,7,6,24,1,0,1,0,16,2,0,26,0,4,0,14,4,1,0,9,1,53,1,1,4,26,20,3,1,2,33,20,0,0,11,5,0,0,1,19,3,9,7,14,0,2,37,1,0,0,6,0,10,8,25,0,1,0,0,0,20,17,1,12,5,4,2,0,0,0,13,0,1,8,4,4,1,0,3,0,9
257,deantha,stormrage,450.0,2020-05-27,9 days 00:00:00.000000000,0.0,active,7,3,18,1,15,7,24,14,57,3,1,2,5,29,15,45,27,3,15,1,24,9,9,1,32,28,49,51,2,7,39,30,4,3,5,33,22,0,0,6,6,2,27,4,24,8,39,16,31,17,32,119,7,4,2,6,2,19,12,55,17,18,4,0,1,28,29,1,20,37,4,6,4,2,4,44,1,4,9,12,5,4,13,3,2,10
